"id","soc_stock_t_ha_observado","soc_stock_t_ha_predito","mean_prediction","median_prediction","sampling_year","soc_stock_g_m2","latitude","longitude"
"ctb0033-RO3568",25,25.15,3271,3173,1996,2515,-10.24388889,-62.265
"ctb0033-RO3618",25,24.66,3161,3112,1996,2466,-11.15722222,-62.52277778
"ctb0033-RO3626",25,25.26,3781,3552,1996,2526,-11.07138889,-62.23277778
"ctb0033-RO3679",25,24.4,3617,3469,1996,2440,-11.49888889,-61.77583333
"ctb0033-RO3705",25,24.18,4088,3886,1996,2418,-8.88944444,-64.05888889
"ctb0033-RO3783",25,25.3,3119,3079,1996,2530,-10.82888889,-61.66083333
"ctb0033-RO3833",25,24.94,4232,4138,1996,2494,-11.50027778,-62.43527778
"ctb0033-RO3846",25,25.01,3594,3475,1996,2501,-11.71305556,-62.715
"ctb0033-RO3858",25,24.73,3424,3253,1996,2473,-11.85222222,-62.49722222
"ctb0033-RO3878",25,25.92,3634,3553,1996,2592,-11.65,-62.27305556
"ctb0033-RO3879",25,24.73,3731,3719,1996,2473,-11.54805556,-62.27388889
"ctb0033-RO1080",26,28.29,3478,3282,1996,2829,-12.15333333,-63.85055556
"ctb0033-RO1130",26,25.69,3307,3240,1996,2569,-11.735,-62.75166667
"ctb0033-RO1224",26,25.73,5185,4662,1996,2573,-12.57527778,-63.21222222
"ctb0033-RO1239",26,25.73,4422,3666,1996,2573,-12.56,-63.44027778
"ctb0033-RO1261",26,25.92,3476,3416,1996,2592,-11.79833333,-64.09222222
"ctb0033-RO1266",26,25.86,NA,NA,1996,2586,-11.75444444,-63.97666667
"ctb0033-RO1285",26,26.33,3767,3604,1996,2633,-11.99138889,-64.045
"ctb0033-RO1318",26,29.46,3178,3127,1996,2946,-10.08305556,-63.79666667
"ctb0033-RO1516",26,26.05,3447,3400,1996,2605,-12.8875,-60.45444444
"ctb0033-RO1530",26,24.84,3397,3352,1996,2484,-12.71944444,-60.97555556
"ctb0033-RO1574",26,25.6,4411,4297,1996,2560,-12.77638889,-60.32861111
"ctb0033-RO1591",26,26.18,4819,4036,1996,2618,-12.50916667,-60.38916667
"ctb0033-RO1600",26,25.54,3887,3633,1996,2554,-12.30416667,-60.40194444
"ctb0033-RO1755",26,26.01,3972,3934,1996,2601,-13.10777778,-60.66861111
"ctb0033-RO1831",26,25.15,4294,4160,1996,2515,-13.14277778,-61.02861111
"ctb0033-RO1870",26,25.93,4475,4326,1996,2593,-13.33666667,-60.81222222
"ctb0033-RO1894",26,24.81,7376,4149,1996,2481,-9.19888889,-64.44277778
"ctb0033-RO2255",26,25.61,3799,3578,1996,2561,-12.19027778,-61.81916667
"ctb0033-RO2310",26,25.94,4056,3915,1996,2594,-12.26388889,-61.77027778
"ctb0033-RO2329",26,26.1,4250,4013,1996,2610,-8.32055556,-62.90722222
"ctb0033-RO2356",26,25.73,4029,3402,1996,2573,-8.84472222,-63.66527778
"ctb0033-RO2410",26,26.68,4411,4346,1996,2668,-12.13277778,-61.99722222
"ctb0033-RO2426",26,26.33,3324,3217,1996,2633,-12.48833333,-62.03194444
"ctb0033-RO2430",26,25.07,4087,3951,1996,2507,-12.23611111,-62.3725
"ctb0033-RO2467",26,25.15,3318,3257,1996,2515,-12.55694444,-61.90944444
"ctb0033-RO2524",26,25.87,3774,3698,1996,2587,-12.89805556,-61.105
"ctb0033-RO2581",26,26.4,4490,4434,1996,2640,-12.67611111,-60.10777778
"ctb0033-RO2585",26,25.54,4098,4047,1996,2554,-12.62444444,-60.28722222
"ctb0033-RO2586",26,25.74,3306,3289,1996,2574,-12.67388889,-60.84694444
"ctb0033-RO2613",26,24.96,4032,3938,1996,2496,-12.26472222,-61.26611111
"ctb0033-RO2654",26,25.16,4322,4275,1996,2516,-13.44305556,-61.41972222
"ctb0033-RO2677",26,25.69,3249,3204,1996,2569,-9.585,-62.0075
"ctb0033-RO2973",26,26.01,3930,3853,1996,2601,-9.71972222,-65.90027778
"ctb0033-RO3012",26,25.96,4326,4023,1996,2596,-12.35666667,-62.7975
"ctb0033-RO3033",26,26.73,3456,3400,1996,2673,-12.07277778,-62.64527778
"ctb0033-RO3045",26,26.5,3959,3897,1996,2650,-11.40972222,-61.48111111
"ctb0033-RO3159",26,25.84,4402,3783,1996,2584,-11.16083333,-60.95583333
"ctb0033-RO3181",26,25.45,4359,4339,1996,2545,-11.45027778,-60.82527778
"ctb0033-RO3185",26,26.81,3409,3290,1996,2681,-11.77361111,-61.455
"ctb0033-RO3227",26,26.58,3238,3195,1996,2658,-9.38555556,-61.82694444
"ctb0033-RO3229",26,25.59,3402,3302,1996,2559,-9.27972222,-62.02222222
"ctb0033-RO3347",26,25.53,4947,4031,1996,2553,-9.365,-64.84861111
"ctb0033-RO3353",26,25.57,3917,3829,1996,2557,-8.89416667,-64.02722222
"ctb0033-RO3365",26,26.31,3449,3360,1996,2631,-11.67888889,-61.6675
"ctb0033-RO3367",26,26.85,3376,3255,1996,2685,-11.57722222,-61.66777778
"ctb0033-RO3411",26,26.32,3535,3463,1996,2632,-9.18916667,-62.69055556
"ctb0033-RO3455",26,25.77,4859,4479,1996,2577,-9.08527778,-61.61833333
"ctb0033-RO3472",26,25.38,3630,3533,1996,2538,-9.95583333,-62.96666667
"ctb0033-RO3487",26,27.68,3326,3240,1996,2768,-10.15333333,-62.61361111
"ctb0033-RO3520",26,24.53,3519,3256,1996,2453,-10.65583333,-61.96527778
"ctb0033-RO3526",26,26.27,3435,3385,1996,2627,-10.355,-61.99444444
"ctb0033-RO3591",26,25.35,NA,NA,1996,2535,-8.3575,-62.93861111
"ctb0033-RO3681",26,25.53,3398,3333,1996,2553,-11.53166667,-61.65777778
"ctb0033-RO3735",26,25.23,4017,3926,1996,2523,-8.35277778,-63.88083333
"ctb0033-RO3756",26,26.56,3892,3858,1996,2656,-11.19722222,-61.57555556
"ctb0033-RO3887",26,25.69,3474,3263,1996,2569,-11.97972222,-62.39777778
"ctb0033-RO0626D",27,26.62,3657,3615,1996,2662,-9.41853428021931,-63.486577397118
"ctb0033-RO0626E",27,27.41,3734,3633,1996,2741,-9.41926751276649,-63.486386013595
"ctb0033-RO0655G",27,29.44,3376,3256,1996,2944,-10.6988226635769,-62.3092188104538
"ctb0033-RO1044",27,26.96,3692,3593,1996,2696,-12.09222222,-63.71444444
"ctb0033-RO1050",27,28.05,3587,3360,1996,2805,-12.45805556,-64.08527778
"ctb0033-RO1203",27,26.53,3115,3081,1996,2653,-11.90777778,-63.61138889
"ctb0033-RO1260",27,26.67,4063,3469,1996,2667,-11.79833333,-64.08388889
"ctb0033-RO1265",27,26.13,3953,3732,1996,2613,-11.73027778,-63.89277778
"ctb0033-RO1487",27,26.94,3472,3462,1996,2694,-9.16666667,-63.03194444
"ctb0033-RO1522",27,27.22,3430,3374,1996,2722,-12.53972222,-61.19222222
"ctb0033-RO1587",27,26.27,4808,4702,1996,2627,-12.62416667,-60.31888889
"ctb0033-RO1603",27,26.26,3487,3439,1996,2626,-12.34083333,-60.43472222
"ctb0033-RO1608",27,26.53,3535,3467,1996,2653,-11.97222222,-60.95722222
"ctb0033-RO1634",27,29.39,4132,4128,1996,2939,-12.79583333,-61.21472222
"ctb0033-RO1803",27,26.7,5140,4598,1996,2670,-13.29333333,-60.95027778
"ctb0033-RO1836",27,26.76,4382,4345,1996,2676,-13.37194444,-60.66111111
"ctb0033-RO2013",27,26.85,3982,3572,1996,2685,-10.7,-64.84694444
"ctb0033-RO2042",27,26.69,3213,3163,1996,2669,-10.41527778,-64.76555556
"ctb0033-RO2107",27,27.89,3278,3175,1996,2789,-10.22888889,-64.80861111
"ctb0033-RO2124",27,26.45,5221,4828,1996,2645,-11.82444444,-65.05666667
"ctb0033-RO2189",27,26.4,3579,3310,1996,2640,-10.875,-64.99611111
"ctb0033-RO2192",27,26.95,3392,3322,1996,2695,-10.84583333,-64.90861111
"ctb0033-RO2267",27,25.5,4490,4496,1996,2550,-12.08888889,-61.66777778
"ctb0033-RO2276",27,28.14,4159,3982,1996,2814,-12.04166667,-61.47611111
"ctb0033-RO2353",27,28.49,3791,3727,1996,2849,-8.97722222,-63.59416667
"ctb0033-RO2565",27,26.53,3442,3375,1996,2653,-12.22972222,-61.17527778
"ctb0033-RO2611",27,26.53,3488,3407,1996,2653,-12.25388889,-61.30833333
"ctb0033-RO2650",27,27.26,9211,7368,1996,2726,-13.44888889,-61.54805556
"ctb0033-RO2681",27,25.93,3285,3224,1996,2593,-9.73833333,-61.89055556
"ctb0033-RO2810",27,27.49,3445,3400,1996,2749,-11.90888889,-61.09194444
"ctb0033-RO2818",27,26.32,3704,3546,1996,2632,-11.86027778,-60.77083333
"ctb0033-RO2855",27,26.91,4850,4816,1996,2691,-11.61166667,-60.72444444
"ctb0033-RO2874",27,27.39,4022,3891,1996,2739,-11.79277778,-61.295
"ctb0033-RO2909",27,26.5,3428,3244,1996,2650,-9.30833333,-64.66416667
"ctb0033-RO2920",27,26.13,4097,3774,1996,2613,-9.73583333,-65.32611111
"ctb0033-RO2924",27,27.54,3507,3479,1996,2754,-10.00583333,-65.2775
"ctb0033-RO2935",27,27.09,3583,3518,1996,2709,-9.745,-65.13138889
"ctb0033-RO2941",27,26.49,3807,3786,1996,2649,-9.64583333,-65.55416667
"ctb0033-RO2955",27,27.22,4203,4028,1996,2722,-9.6625,-65.60527778
"ctb0033-RO2966",27,27.74,3536,3463,1996,2774,-9.57444444,-65.93222222
"ctb0033-RO2968",27,25.88,5484,4032,1996,2588,-9.67472222,-65.08916667
"ctb0033-RO2976",27,27.05,3855,3815,1996,2705,-9.87027778,-66.63805556
"ctb0033-RO2989",27,27.13,3850,3743,1996,2713,-9.73583333,-66.31194444
"ctb0033-RO3013",27,26.41,4109,3922,1996,2641,-12.3675,-62.78472222
"ctb0033-RO3082",27,27.26,3581,3466,1996,2726,-11.41277778,-61.25944444
"ctb0033-RO3212",27,25.69,3356,3175,1996,2569,-9.87888889,-61.99861111
"ctb0033-RO3215",27,26.05,3544,3370,1996,2605,-9.95138889,-62.03305556
"ctb0033-RO3237",27,26.55,3370,3244,1996,2655,-9.36055556,-62.18083333
"ctb0033-RO3356",27,26.72,3199,3152,1996,2672,-11.44416667,-61.76833333
"ctb0033-RO3368",27,26.1,3346,3273,1996,2610,-11.55888889,-61.69916667
"ctb0033-RO3390",27,27.43,3224,3143,1996,2743,-11.85611111,-61.74111111
"ctb0033-RO3400",27,26.47,3570,3527,1996,2647,-9.11361111,-62.5375
"ctb0033-RO3406",27,27.77,3422,3346,1996,2777,-9.50055556,-62.67638889
"ctb0033-RO3421",27,27.17,3343,3247,1996,2717,-9.59833333,-62.735
"ctb0033-RO3440",27,27.19,3173,3145,1996,2719,-9.88333333,-62.70888889
"ctb0033-RO3462",27,26.33,3427,3431,1996,2633,-8.95138889,-61.58777778
"ctb0033-RO3532",27,27.99,3609,3502,1996,2799,-10.57194444,-62.32055556
"ctb0033-RO3534",27,27.32,3331,3212,1996,2732,-10.58527778,-62.175
"ctb0033-RO3548",27,26.31,3328,3254,1996,2631,-10.085,-61.96361111
"ctb0033-RO3560",27,26.5,3362,3289,1996,2650,-10.03777778,-62.165
"ctb0033-RO3609",27,26.3,3436,3398,1996,2630,-11.22777778,-62.60527778
"ctb0033-RO3640",27,29.96,3706,3642,1996,2996,-11.17833333,-62.40611111
"ctb0033-RO3700",27,25.64,4042,3982,1996,2564,-8.9425,-63.96222222
"ctb0033-RO3706",27,26.21,4317,4345,1996,2621,-8.89194444,-63.89527778
"ctb0033-RO3724",27,26.33,3857,3832,1996,2633,-9.13944444,-64.06083333
"ctb0033-RO3728",27,26.46,3905,3697,1996,2646,-8.01472222,-63.52666667
"ctb0033-RO3789",27,26.92,3477,3375,1996,2692,-10.79361111,-61.85666667
"ctb0033-RO3838",27,27.03,3739,3602,1996,2703,-11.61916667,-62.6325
"ctb0033-RO3842",27,26.19,3602,3519,1996,2619,-11.84444444,-62.68194444
"ctb0033-RO3852",27,28,3595,3443,1996,2800,-11.66138889,-62.49722222
"ctb0033-RO3903",27,27.33,3490,3442,1996,2733,-11.50166667,-62.01333333
"ctb0033-RO3908",27,26.25,3579,3497,1996,2625,-11.59,-62.03805556
"ctb0033-RO3910",27,28.02,4020,3885,1996,2802,-11.89611111,-61.85166667
"ctb0033-RO0626F",28,28.23,3378,3308,1996,2823,-9.41670593698995,-63.4870252353559
"ctb0033-RO0626I",28,28.56,3567,3526,1996,2856,-9.41856661829229,-63.4862431967594
"ctb0033-RO0663D",28,30.08,3557,3385,1996,3008,-11.0358589642007,-62.7946269501769
"ctb0033-RO1276",28,27.3,3686,3535,1996,2730,-11.99555556,-64.34805556
"ctb0033-RO1554",28,27.38,4168,4033,1996,2738,-12.37777778,-59.88083333
"ctb0033-RO1579",28,27.25,5337,4543,1996,2725,-12.78305556,-60.1325
"ctb0033-RO1597",28,27.13,3613,3542,1996,2713,-12.43055556,-60.58055556
"ctb0033-RO1610",28,27.33,3421,3345,1996,2733,-12.885,-60.72666667
"ctb0033-RO1623",28,28.13,3940,3884,1996,2813,-12.92111111,-60.82083333
"ctb0033-RO1738",28,27.47,4036,3980,1996,2747,-12.94833333,-60.565
"ctb0033-RO1789",28,27.65,3993,3984,1996,2765,-12.99861111,-61.03222222
"ctb0033-RO1794",28,27.06,4102,4017,1996,2706,-13.2075,-60.73027778
"ctb0033-RO1810",28,28.83,3596,3466,1996,2883,-12.99777778,-60.78555556
"ctb0033-RO1828",28,26.5,4401,4308,1996,2650,-13.19083333,-60.97805556
"ctb0033-RO1858",28,27.94,6405,5834,1996,2794,-13.32166667,-61.255
"ctb0033-RO1875",28,27.24,4990,4540,1996,2724,-13.51722222,-60.82027778
"ctb0033-RO2029",28,27.68,0,0,1996,2768,-10.79583333,-65.28527778
"ctb0033-RO2033",28,28.33,3616,3589,1996,2833,-10.53388889,-65.30444444
"ctb0033-RO2051",28,27.96,3651,3533,1996,2796,-10.94972222,-65.10861111
"ctb0033-RO2088",28,27.12,3315,3207,1996,2712,-10.76972222,-65.01916667
"ctb0033-RO2101",28,28.31,3806,3598,1996,2831,-10.77361111,-65.27222222
"ctb0033-RO2110",28,27.25,3245,3192,1996,2725,-10.2775,-64.84833333
"ctb0033-RO2154",28,27.46,3421,3309,1996,2746,-11.29111111,-64.83472222
"ctb0033-RO2185",28,27.95,3459,3381,1996,2795,-10.93444444,-65.06111111
"ctb0033-RO2220",28,27.34,4049,4001,1996,2734,-12.5525,-60.20777778
"ctb0033-RO2223",28,29.08,3777,3540,1996,2908,-12.21833333,-62.03388889
"ctb0033-RO2309",28,27.85,4607,4654,1996,2785,-12.05444444,-61.78222222
"ctb0033-RO2389",28,27.73,3966,3912,1996,2773,-8.64472222,-63.69722222
"ctb0033-RO2460",28,27.53,3336,3239,1996,2753,-12.50555556,-62.14361111
"ctb0033-RO2484",28,28.07,3262,3160,1996,2807,-12.56305556,-62.17166667
"ctb0033-RO2513",28,29.75,4380,4273,1996,2975,-12.875,-61.02444444
"ctb0033-RO2527",28,28.98,4102,4083,1996,2898,-12.83083333,-61.21694444
"ctb0033-RO2537",28,27.5,4076,4023,1996,2750,-12.92,-61.23888889
"ctb0033-RO2560",28,27.74,3526,3470,1996,2774,-12.26722222,-61.23555556
"ctb0033-RO2830",28,27.73,3416,3281,1996,2773,-11.63305556,-61.00611111
"ctb0033-RO2838",28,28.03,4293,4195,1996,2803,-11.86027778,-60.88472222
"ctb0033-RO2928",28,25.86,5901,4417,1996,2586,-9.71,-65.25138889
"ctb0033-RO2949",28,28.47,3972,3925,1996,2847,-9.79138889,-65.64805556
"ctb0033-RO3043",28,27.13,3450,3345,1996,2713,-11.79222222,-60.47861111
"ctb0033-RO3088",28,27.66,3470,3367,1996,2766,-11.59,-61.39388889
"ctb0033-RO3093",28,27.61,4406,4257,1996,2761,-11.1625,-61.12722222
"ctb0033-RO3234",28,27.72,3297,3239,1996,2772,-8.95305556,-62.05805556
"ctb0033-RO3243",28,28.97,3727,3628,1996,2897,-9.24277778,-62.18138889
"ctb0033-RO3249",28,27.81,3299,3206,1996,2781,-9.27277778,-61.83861111
"ctb0033-RO3375",28,26.74,3526,3464,1996,2674,-11.72833333,-61.70444444
"ctb0033-RO3391",28,28.85,3815,3759,1996,2885,-11.81805556,-61.74305556
"ctb0033-RO3418",28,30.38,3561,3512,1996,3038,-9.52638889,-62.74472222
"ctb0033-RO3424",28,27.41,3528,3462,1996,2741,-9.69138889,-62.56138889
"ctb0033-RO3438",28,27.08,3477,3340,1996,2708,-9.88055556,-62.8375
"ctb0033-RO3449",28,28.09,3308,3273,1996,2809,-9.82805556,-62.72083333
"ctb0033-RO3466",28,27.91,3424,3374,1996,2791,-9.05888889,-61.79888889
"ctb0033-RO3523",28,28.47,3639,3624,1996,2847,-10.47416667,-62.02694444
"ctb0033-RO3542",28,28.58,3294,3206,1996,2858,-10.33722222,-62.16166667
"ctb0033-RO3599",28,28.59,4101,3898,1996,2859,-8.17138889,-63.08833333
"ctb0033-RO3611",28,26.87,3442,3311,1996,2687,-11.15361111,-62.66666667
"ctb0033-RO3631",28,27.93,3322,3256,1996,2793,-11.03138889,-62.34805556
"ctb0033-RO3637",28,27.32,3786,3728,1996,2732,-11.31777778,-62.32055556
"ctb0033-RO3638",28,37.64,3431,3376,1996,3764,-11.255,-62.33888889
"ctb0033-RO3701",28,27.69,3660,3589,1996,2769,-8.94555556,-63.91638889
"ctb0033-RO3727",28,28.15,4059,3970,1996,2815,-8.01833333,-63.43277778
"ctb0033-RO3849",28,27.89,3481,3384,1996,2789,-11.74305556,-62.60666667
"ctb0033-RO3863",28,28.22,3278,3161,1996,2822,-11.63,-62.47416667
"ctb0033-RO3897",28,28,3469,3401,1996,2800,-9.285,-64.33861111
"ctb0033-RO3936",28,28.88,4563,4529,1996,2888,-11.85972222,-62.08916667
"ctb0033-RO3945",28,27.92,3516,3277,1996,2792,-11.55722222,-62.07
"ctb0033-RO0607F",29,28.38,4046,3838,1996,2838,-9.09129882011995,-63.2900354488127
"ctb0033-RO0655F",29,31.78,3535,3512,1996,3178,-10.6998778643048,-62.3077240547033
"ctb0033-RO0663H",29,29.99,3795,3731,1996,2999,-11.0335735214248,-62.7941677894519
"ctb0033-RO1204",29,27.93,3449,3347,1996,2793,-11.90333333,-63.61277778
"ctb0033-RO1223",29,27.92,5495,4529,1996,2792,-12.58555556,-63.21861111
"ctb0033-RO1431",29,27.47,3529,3497,1996,2747,-9.29083333,-63.14361111
"ctb0033-RO1533",29,28.84,3845,3713,1996,2884,-12.71861111,-60.91416667
"ctb0033-RO1648",29,28.55,3497,3438,1996,2855,-12.57944444,-61.28888889
"ctb0033-RO1662",29,28.93,4095,4049,1996,2893,-12.56194444,-60.39277778
"ctb0033-RO1796",29,28.09,4360,4303,1996,2809,-13.19083333,-60.63083333
"ctb0033-RO1881",29,27.9,4281,4266,1996,2790,-13.37666667,-60.99222222
"ctb0033-RO2015",29,27.95,3381,3271,1996,2795,-10.67805556,-64.97861111
"ctb0033-RO2097",29,29.23,3462,3361,1996,2923,-10.70944444,-65.12333333
"ctb0033-RO2120",29,27.96,4757,4101,1996,2796,-11.60555556,-65.13833333
"ctb0033-RO2144",29,28.55,3318,3226,1996,2855,-11.17777778,-65.03277778
"ctb0033-RO2201",29,28.89,4407,4245,1996,2889,-12.39277778,-59.86611111
"ctb0033-RO2289",29,28.49,4097,4081,1996,2849,-12.29611111,-61.65416667
"ctb0033-RO2291",29,27.92,3991,3919,1996,2792,-12.41555556,-61.65694444
"ctb0033-RO2360",29,28.12,3697,3636,1996,2812,-8.65416667,-63.56055556
"ctb0033-RO2382",29,27.9,3747,3664,1996,2790,-8.70083333,-63.75583333
"ctb0033-RO2385",29,27.23,3921,3865,1996,2723,-8.67333333,-63.82888889
"ctb0033-RO2470",29,28.96,3646,3537,1996,2896,-12.43805556,-61.95083333
"ctb0033-RO2551",29,29.51,3735,3626,1996,2951,-12.74111111,-61.40305556
"ctb0033-RO2690",29,28.78,3293,3245,1996,2878,-9.6125,-62.06777778
"ctb0033-RO2691",29,29.2,3229,3179,1996,2920,-9.65305556,-62.03305556
"ctb0033-RO2809",29,29.04,3652,3571,1996,2904,-11.86361111,-61.02166667
"ctb0033-RO2846",29,30.52,4465,4500,1996,3052,-11.45861111,-60.76388889
"ctb0033-RO2866",29,28.85,4930,4147,1996,2885,-11.73305556,-60.78027778
"ctb0033-RO2916",29,28.71,3215,3177,1996,2871,-9.64472222,-64.85
"ctb0033-RO2931",29,28.44,3819,3506,1996,2844,-9.80611111,-65.24361111
"ctb0033-RO2962",29,28.75,3814,3769,1996,2875,-9.41305556,-65.98527778
"ctb0033-RO2978",29,29.1,4024,3919,1996,2910,-9.80527778,-66.59472222
"ctb0033-RO3001",29,29.29,3747,3488,1996,2929,-12.51333333,-63.00111111
"ctb0033-RO3005",29,28.77,5504,4926,1996,2877,-12.47138889,-63.05805556
"ctb0033-RO3014",29,28.36,3783,3552,1996,2836,-12.38555556,-62.77972222
"ctb0033-RO3061",29,29.19,4197,4104,1996,2919,-11.19611111,-61.40555556
"ctb0033-RO3064",29,28.76,3998,3942,1996,2876,-11.1575,-61.36583333
"ctb0033-RO3092",29,28.04,3667,3590,1996,2804,-11.53166667,-61.51972222
"ctb0033-RO3186",29,30.74,4195,4111,1996,3074,-11.47277778,-60.44722222
"ctb0033-RO3271",29,32.1,3275,3206,1996,3210,-9.37972222,-62.36416667
"ctb0033-RO3276",29,28.6,3357,3271,1996,2860,-9.46333333,-62.0725
"ctb0033-RO3360",29,27.63,3910,3779,1996,2763,-11.60611111,-61.77333333
"ctb0033-RO3370",29,28.46,3274,3193,1996,2846,-11.47083333,-61.62694444
"ctb0033-RO3402",29,29.45,4139,3766,1996,2945,-9.03055556,-62.53083333
"ctb0033-RO3414",29,28.13,4003,3694,1996,2813,-9.37277778,-62.56333333
"ctb0033-RO3442",29,28.74,3628,3568,1996,2874,-9.83166667,-62.55055556
"ctb0033-RO3444",29,29.29,3274,3205,1996,2929,-9.80888889,-62.445
"ctb0033-RO3450",29,29.66,3575,3496,1996,2966,-9.32583333,-61.66527778
"ctb0033-RO3475",29,28.53,3453,3396,1996,2853,-10.07,-62.78388889
"ctb0033-RO3509",29,29.16,3124,3092,1996,2916,-10.76916667,-62.04222222
"ctb0033-RO3531",29,29.8,3638,3632,1996,2980,-10.63333333,-62.27166667
"ctb0033-RO3550",29,28.54,3249,3191,1996,2854,-10.32333333,-62.48416667
"ctb0033-RO3593",29,29.38,3466,3405,1996,2938,-8.37472222,-62.96472222
"ctb0033-RO3634",29,28.61,3252,3107,1996,2861,-11.19722222,-62.26888889
"ctb0033-RO3731",29,28.93,4400,4312,1996,2893,-8.08444444,-63.6075
"ctb0033-RO3761",29,30.14,3438,3409,1996,3014,-11.37111111,-61.68944444
"ctb0033-RO3782",29,29,3588,3528,1996,2900,-10.86527778,-61.7
"ctb0033-RO3793",29,29.9,3326,3086,1996,2990,-10.75194444,-61.58888889
"ctb0033-RO3874",29,28.65,3956,3848,1996,2865,-11.52305556,-62.34777778
"ctb0033-RO3880",29,30.5,3685,3665,1996,3050,-11.50194444,-62.20027778
"ctb0033-RO1119",30,29.86,3209,3159,1996,2986,-11.67166667,-63.12694444
"ctb0033-RO1179",30,29.3,3601,3577,1996,2930,-10.2925,-63.70805556
"ctb0033-RO1230",30,29.33,4939,4024,1996,2933,-12.52361111,-62.98666667
"ctb0033-RO1292",30,30.17,3312,3225,1996,3017,-12.18944444,-63.37416667
"ctb0033-RO1575",30,29.68,6253,4801,1996,2968,-12.57888889,-60.08333333
"ctb0033-RO1647",30,29.14,3727,3596,1996,2914,-12.56305556,-61.29833333
"ctb0033-RO1668",30,29.95,4068,3956,1996,2995,-12.44361111,-60.15833333
"ctb0033-RO1686",30,37.9,3516,3326,1996,3790,-11.59944444,-63.95666667
"ctb0033-RO1756",30,31.09,4491,4134,1996,3109,-13.12444444,-60.68388889
"ctb0033-RO1883",30,29.7,4843,4563,1996,2970,-13.66194444,-60.725
"ctb0033-RO2057",30,34.62,3548,3375,1996,3462,-10.38194444,-65.00861111
"ctb0033-RO2079",30,29.85,3343,3302,1996,2985,-10.18222222,-65.26333333
"ctb0033-RO2089",30,30.08,3383,3240,1996,3008,-10.76666667,-65.16944444
"ctb0033-RO2121",30,29.9,4294,3518,1996,2990,-11.61444444,-65.13388889
"ctb0033-RO2126",30,29.52,3612,3468,1996,2952,-11.8925,-64.97527778
"ctb0033-RO2151",30,29.17,4107,3404,1996,2917,-11.1725,-65.03888889
"ctb0033-RO2178",30,30.42,4081,3777,1996,3042,-11.40388889,-64.67333333
"ctb0033-RO2198",30,29.99,4396,4267,1996,2999,-12.33861111,-59.85416667
"ctb0033-RO2219",30,29.28,4067,3981,1996,2928,-12.56638889,-60.20722222
"ctb0033-RO2258",30,30,3752,3570,1996,3000,-12.25111111,-61.78388889
"ctb0033-RO2271",30,29.77,3982,3913,1996,2977,-11.95305556,-61.59972222
"ctb0033-RO2290",30,30.12,3997,3955,1996,3012,-12.35694444,-61.65416667
"ctb0033-RO2299",30,30.25,3546,3406,1996,3025,-12.24916667,-61.51027778
"ctb0033-RO2374",30,29.09,3687,3624,1996,2909,-8.66583333,-63.41638889
"ctb0033-RO2474",30,29.39,3276,3192,1996,2939,-12.55722222,-62.04472222
"ctb0033-RO2485",30,30.31,3310,3239,1996,3031,-12.3825,-62.05666667
"ctb0033-RO2538",30,30.67,4345,4287,1996,3067,-12.85638889,-61.26361111
"ctb0033-RO2544",30,30.08,5050,4979,1996,3008,-12.68027778,-61.30027778
"ctb0033-RO2670",30,29.42,3781,3625,1996,2942,-12.84083333,-62.28666667
"ctb0033-RO2697",30,29.06,4040,4016,1996,2906,-9.71027778,-62.17944444
"ctb0033-RO2940",30,30.31,3436,3369,1996,3031,-9.74527778,-65.55555556
"ctb0033-RO2993",30,29.98,3792,3670,1996,2998,-9.74527778,-66.40388889
"ctb0033-RO3015",30,29.29,3936,3758,1996,2929,-12.35194444,-62.73666667
"ctb0033-RO3042",30,29.48,3605,3496,1996,2948,-11.82694444,-60.47333333
"ctb0033-RO3044",30,29.06,3629,3555,1996,2906,-11.76666667,-60.47055556
"ctb0033-RO3131",30,29.71,3468,3309,1996,2971,-11.65361111,-61.43638889
"ctb0033-RO3264",30,29.26,3312,3289,1996,2926,-9.21722222,-62.29666667
"ctb0033-RO3272",30,29.31,3462,3431,1996,2931,-9.34527778,-62.37277778
"ctb0033-RO3279",30,30.03,3497,3429,1996,3003,-9.49861111,-62.21666667
"ctb0033-RO3282",30,29.2,3480,3451,1996,2920,-9.57194444,-62.14055556
"ctb0033-RO3417",30,30,3329,3266,1996,3000,-9.50305556,-62.60611111
"ctb0033-RO3504",30,29.76,3194,3144,1996,2976,-10.89555556,-62.01861111
"ctb0033-RO3539",30,30.34,3234,3146,1996,3034,-10.48361111,-62.36444444
"ctb0033-RO3543",30,29.76,3543,3544,1996,2976,-10.30638889,-62.12916667
"ctb0033-RO3556",30,29.76,3161,3128,1996,2976,-9.99055556,-62.27555556
"ctb0033-RO3558",30,28.46,3341,3207,1996,2846,-10.04333333,-62.26
"ctb0033-RO3615",30,29.8,3812,3792,1996,2980,-11.02333333,-62.65388889
"ctb0033-RO3623",30,30.12,3333,3266,1996,3012,-11.02305556,-62.46444444
"ctb0033-RO3671",30,29.34,3245,3193,1996,2934,-11.45388889,-61.84222222
"ctb0033-RO3714",30,29.77,4009,3921,1996,2977,-8.76027778,-64.0075
"ctb0033-RO3796",30,30.23,3177,3128,1996,3023,-11.08777778,-62.71333333
"ctb0033-RO3888",30,30.38,4753,4655,1996,3038,-11.97694444,-62.21138889
"ctb0033-RO3946",30,29.36,3523,3254,1996,2936,-11.49888889,-62.10055556
